Mod:Item:MetaData, Localized Name
substratum:nugget:4, Electrum Nugget
substratum:nugget:5, Invar Nugget
substratum:nugget:6, Nickel Nugget
substratum:nugget:7, Zinc Nugget
substratum:nugget:8, Brass Nugget
substratum:nugget:9, Silver Nugget
substratum:nugget:10, Steel Nugget
substratum:nugget:11, Lead Nugget
substratum:nugget:12, Platinum Nugget
substratum:nugget:13, Cupronickel Nugget
substratum:nugget:14, Signalum Nugget
substratum:nugget:15, Lumium Nugget
substratum:nugget:16, Enderium Nugget
substratum:nugget:18, Aluminium Nugget
substratum:nugget:19, Chromium Nugget
substratum:gear:0, Stone Gear
substratum:gear:1, Iron Gear
substratum:gear:2, Gold Gear
substratum:gear:3, Copper Gear
substratum:gear:4, Tin Gear
substratum:gear:5, Bronze Gear
substratum:gear:6, Electrum Gear
substratum:gear:7, Invar Gear
substratum:gear:8, Nickel Gear
substratum:gear:9, Zinc Gear
substratum:gear:10, Brass Gear
substratum:gear:11, Silver Gear
substratum:gear:12, Steel Gear
substratum:gear:13, Lead Gear
substratum:gear:14, Platinum Gear
substratum:gear:15, Cupronickel Gear
substratum:gear:16, Signalum Gear
substratum:gear:17, Lumium Gear
substratum:gear:18, Enderium Gear
substratum:gear:19, Aluminium Gear
substratum:gear:20, Chromium Gear
substratum:plate:0, Iron Plate
substratum:plate:1, Gold Plate
substratum:plate:2, Copper Plate
substratum:plate:3, Tin Plate
substratum:plate:4, Bronze Plate
substratum:plate:5, Electrum Plate
substratum:plate:6, Invar Plate
substratum:plate:7, Nickel Plate
substratum:plate:8, Zinc Plate
substratum:plate:9, Brass Plate
substratum:plate:10, Silver Plate
substratum:plate:11, Steel Plate
substratum:plate:12, Lead Plate
substratum:plate:13, Platinum Plate
substratum:plate:14, Cupronickel Plate
substratum:plate:15, Signalum Plate
substratum:plate:16, Lumium Plate
substratum:plate:17, Enderium Plate
substratum:plate:18, Aluminium Plate
substratum:plate:19, Chromium Plate
substratum:bottleDust:0, Redstone Dust Bottle
substratum:bottleDust:1, Glowstone Dust Bottle
substratum:bottleDust:2, Ender Pearl Dust Bottle
substratum:bucketLiquid:0, Liquid Redstone Bucket
substratum:bucketLiquid:1, Liquid Glowstone Bucket
substratum:bucketLiquid:2, Liquid Ender Pearl Bucket
substratum:bottleLiquid:0, Liquid Redstone Bottle
substratum:bottleLiquid:1, Liquid Glowstone Bottle
substratum:bottleLiquid:2, Liquid Ender Pearl Bottle
substratum:rod:0, Iron Rod
substratum:rod:1, Gold Rod
substratum:rod:2, Copper Rod
substratum:rod:3, Tin Rod
substratum:rod:4, Bronze Rod
substratum:rod:5, Electrum Rod
substratum:rod:6, Invar Rod
substratum:rod:7, Nickel Rod
substratum:rod:8, Zinc Rod
substratum:rod:9, Brass Rod
substratum:rod:10, Silver Rod
substratum:rod:11, Steel Rod
substratum:rod:12, Lead Rod
substratum:rod:13, Platinum Rod
substratum:rod:14, Cupronickel Rod
substratum:rod:15, Signalum Rod
substratum:rod:16, Lumium Rod
substratum:rod:17, Enderium Rod
substratum:rod:18, Aluminium Rod
substratum:rod:19, Chromium Rod
substratum:dustSmall:0, Small Pile of Coal Dust
substratum:dustSmall:1, Small Pile of Iron Dust
substratum:dustSmall:2, Small Pile of Gold Dust
substratum:dustSmall:3, Small Pile of Copper Dust
substratum:dustSmall:4, Small Pile of Tin Dust
substratum:dustSmall:5, Small Pile of Bronze Dust
substratum:dustSmall:6, Small Pile of Electrum Dust
substratum:dustSmall:7, Small Pile of Invar Dust
substratum:dustSmall:8, Small Pile of Nickel Dust
substratum:dustSmall:9, Small Pile of Zinc Dust
substratum:dustSmall:10, Small Pile of Brass Dust
substratum:dustSmall:11, Small Pile of Silver Dust
substratum:dustSmall:12, Small Pile of Steel Dust
substratum:dustSmall:13, Small Pile of Lead Dust
substratum:dustSmall:14, Small Pile of Platinum Dust
substratum:dustSmall:15, Small Pile of Cupronickel Dust
substratum:dustSmall:16, Small Pile of Ender Pearl Dust
substratum:dustSmall:17, Small Pile of Signalum Dust
substratum:dustSmall:18, Small Pile of Lumium Dust
substratum:dustSmall:19, Small Pile of Enderium Dust
substratum:dustSmall:20, Small Pile of Charcoal Dust
substratum:dustSmall:21, Small Pile of Obsidian Dust
substratum:dustSmall:22, Small Pile of Sulfur
substratum:dustSmall:23, Small Pile of Niter
substratum:dustSmall:24, Small Pile of Gunpowder
substratum:dustSmall:25, Small Pile of Blaze Powder
substratum:dustSmall:26, Small Pile of Redstone Dust
substratum:dustSmall:27, Small Pile of Glowstone Dust
substratum:dustSmall:28, Small Pile of Alumina Dust
substratum:dustSmall:29, Small Pile of Aluminium Dust
substratum:dustSmall:30, Small Pile of Chromium Dust
substratum:mortar, Mortar
substratum:dye:0, Black Dye Powder
substratum:dye:1, Red Dye Powder
substratum:dye:2, Green Dye Powder
substratum:dye:3, Brown Dye Powder
substratum:dye:4, Blue Dye Powder
substratum:dye:5, Purple Dye Powder
substratum:dye:6, Cyan Dye Powder
substratum:dye:7, Light Gray Dye Powder
substratum:dye:8, Gray Dye Powder
substratum:dye:9, Pink Dye Powder
substratum:dye:10, Lime Dye Powder
substratum:dye:11, Yellow Dye Powder
substratum:dye:12, Light Blue Dye Powder
substratum:dye:13, Magenta Dye Powder
substratum:dye:14, Orange Dye Powder
substratum:dye:15, White Dye Powder
substratum:dyeSmall:0, Small Pile of Black Dye Powder
substratum:dyeSmall:1, Small Pile of Red Dye Powder
substratum:dyeSmall:2, Small Pile of Green Dye Powder
substratum:dyeSmall:3, Small Pile of Brown Dye Powder
substratum:dyeSmall:4, Small Pile of Blue Dye Powder
substratum:dyeSmall:5, Small Pile of Purple Dye Powder
substratum:dyeSmall:6, Small Pile of Cyan Dye Powder
substratum:dyeSmall:7, Small Pile of Light Gray Dye Powder
substratum:dyeSmall:8, Small Pile of Gray Dye Powder
substratum:dyeSmall:9, Small Pile of Pink Dye Powder
substratum:dyeSmall:10, Small Pile of Lime Dye Powder
substratum:dyeSmall:11, Small Pile of Yellow Dye Powder
substratum:dyeSmall:12, Small Pile of Light Blue Dye Powder
substratum:dyeSmall:13, Small Pile of Magenta Dye Powder
substratum:dyeSmall:14, Small Pile of Orange Dye Powder
substratum:dyeSmall:15, Small Pile of White Dye Powder
substratum:pickaxeCopper, Copper Pickaxe
substratum:axeCopper, Copper Axe
substratum:shovelCopper, Copper Shovel
substratum:hoeCopper, Copper Hoe
substratum:swordCopper, Copper Sword
substratum:helmetCopper, Copper Helmet
substratum:chestplateCopper, Copper Chestplate
substratum:leggingsCopper, Copper Leggings
substratum:bootsCopper, Copper Boots
substratum:pickaxeBronze, Bronze Pickaxe
substratum:axeBronze, Bronze Axe
substratum:shovelBronze, Bronze Shovel
substratum:hoeBronze, Bronze Hoe
substratum:swordBronze, Bronze Sword
substratum:helmetBronze, Bronze Helmet
substratum:chestplateBronze, Bronze Chestplate
substratum:leggingsBronze, Bronze Leggings
substratum:bootsBronze, Bronze Boots
substratum:pickaxeInvar, Invar Pickaxe
substratum:axeInvar, Invar Axe
substratum:shovelInvar, Invar Shovel
substratum:hoeInvar, Invar Hoe
substratum:swordInvar, Invar Sword
substratum:helmetInvar, Invar Helmet
substratum:chestplateInvar, Invar Chestplate
substratum:leggingsInvar, Invar Leggings
substratum:bootsInvar, Invar Boots
substratum:pickaxeSilver, Silver Pickaxe
substratum:axeSilver, Silver Axe
substratum:shovelSilver, Silver Shovel
substratum:hoeSilver, Silver Hoe
substratum:swordSilver, Silver Sword
substratum:helmetSilver, Silver Helmet
substratum:chestplateSilver, Silver Chestplate
substratum:leggingsSilver, Silver Leggings
substratum:bootsSilver, Silver Boots
substratum:pickaxeElectrum, Electrum Pickaxe
substratum:axeElectrum, Electrum Axe
substratum:shovelElectrum, Electrum Shovel
substratum:hoeElectrum, Electrum Hoe
substratum:swordElectrum, Electrum Sword
substratum:helmetElectrum, Electrum Helmet
substratum:chestplateElectrum, Electrum Chestplate
substratum:leggingsElectrum, Electrum Leggings
substratum:bootsElectrum, Electrum Boots
substratum:pickaxeAluminium, Aluminium Pickaxe
substratum:axeAluminium, Aluminium Axe
substratum:shovelAluminium, Aluminium Shovel
substratum:hoeAluminium, Aluminium Hoe
substratum:swordAluminium, Aluminium Sword
substratum:helmetAluminium, Aluminium Helmet
substratum:chestplateAluminium, Aluminium Chestplate
substratum:leggingsAluminium, Aluminium Leggings
substratum:bootsAluminium, Aluminium Boots
substratum:pickaxeSteel, Steel Pickaxe
substratum:axeSteel, Steel Axe
substratum:shovelSteel, Steel Shovel
substratum:hoeSteel, Steel Hoe
substratum:swordSteel, Steel Sword
substratum:helmetSteel, Steel Helmet
substratum:chestplateSteel, Steel Chestplate
substratum:leggingsSteel, Steel Leggings
substratum:bootsSteel, Steel Boots
substratum:pickaxeSignalum, Signalum Pickaxe
substratum:axeSignalum, Signalum Axe
substratum:shovelSignalum, Signalum Shovel
substratum:hoeSignalum, Signalum Hoe
substratum:swordSignalum, Signalum Sword
substratum:helmetSignalum, Signalum Helmet
substratum:chestplateSignalum, Signalum Chestplate
substratum:leggingsSignalum, Signalum Leggings
substratum:bootsSignalum, Signalum Boots
substratum:pickaxeLumium, Lumium Pickaxe
substratum:axeLumium, Lumium Axe
substratum:shovelLumium, Lumium Shovel
substratum:hoeLumium, Lumium Hoe
substratum:swordLumium, Lumium Sword
substratum:helmetLumium, Lumium Helmet
substratum:chestplateLumium, Lumium Chestplate
substratum:leggingsLumium, Lumium Leggings
substratum:bootsLumium, Lumium Boots
substratum:pickaxeEnderium, Enderium Pickaxe
substratum:axeEnderium, Enderium Axe
substratum:shovelEnderium, Enderium Shovel
substratum:hoeEnderium, Enderium Hoe
substratum:swordEnderium, Enderium Sword
substratum:helmetEnderium, Enderium Helmet
substratum:chestplateEnderium, Enderium Chestplate
substratum:leggingsEnderium, Enderium Leggings
substratum:bootsEnderium, Enderium Boots
substratum:liquidRedstone, Liquid Redstone
substratum:liquidGlowstone, Liquid Glowstone
substratum:liquidEnderpearl, Liquid Ender Pearl
foundry:component:0, Heating Coil
foundry:component:1, Refractory Clay
foundry:component:2, Refractory Brick
foundry:component:3, Gun Barrel
foundry:component:4, Revolver Drum
foundry:component:5, Revolver Frame
foundry:component:6, Round Casing
foundry:component:7, Bullet
foundry:component:8, item.foundry.componentBulletHollow.name
foundry:component:9, Jacketed Bullet
foundry:component:10, Pellet
foundry:component:11, Shell Casing
foundry:component:12, Shotgun Pump
foundry:component:13, Shotgun Frame
foundry:component:14, Steel Bullet
foundry:component:15, Steel Pellet
foundry:component:16, Small Piece of Refractory Clay
foundry:component:17, Inferno Clay
foundry:component:18, Inferno Brick
foundry:component:19, Lumium Bullet
foundry:component:20, Lumium Pellet
foundry:component:21, Coal Coke
foundry:mold:0, Ingot Mold
foundry:mold:1, Plate Mold
foundry:mold:2, Gear Mold
foundry:mold:3, Rod Mold
foundry:mold:4, Block Mold
foundry:mold:5, Slab Mold
foundry:mold:6, Stairs Mold
foundry:mold:7, Pickaxe Mold
foundry:mold:8, Axe Mold
foundry:mold:9, Sword Mold
foundry:mold:10, Shovel Mold
foundry:mold:11, Hoe Mold
foundry:mold:12, Helmet Mold
foundry:mold:13, Chestplate Mold
foundry:mold:14, Leggings Mold
foundry:mold:15, Boots Mold
foundry:mold:16, Bullet Mold
foundry:mold:17, Hollow Point Bullet Mold
foundry:mold:18, Round Casing Mold
foundry:mold:19, Gun Barrel Mold
foundry:mold:20, Revolver Drum Mold
foundry:mold:21, Revolver Frame Mold
foundry:mold:22, Pellet Mold
foundry:mold:23, Shell Casing Mold
foundry:mold:24, Shotgun Pump Mold
foundry:mold:25, Shotgun Frame Mold
foundry:revolver, Revolver
foundry:shotgun, Shotgun
foundry:roundNormal, Standard Round
foundry:roundJacketed, Jacketed Round
foundry:roundHollow, Hollow Point Round
foundry:roundFire, Incendiary Round
foundry:roundPoison, Poison Round
foundry:roundAP, Armor Piercing Round
foundry:roundLumium, Lumium Round
foundry:roundSnow, Snow Round
foundry:shellNormal, Standard Shell
foundry:shellAP, Armor Piercing Shell
foundry:shellLumium, Lumium Shell
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
foundry:fluidContainer:0, Refractory Fluid Container
